expression,sentence,label,label_2,,,,,,,
תפס תחת,תפסה תחת במונית והביטה בטלפון.,מילולי,0,,,,,,,
תפס תחת,תפס תחת על הספה ולא זז כל הערב.,מילולי,0,,,,,,,
תפס תחת,היא תפסה תחת על המדרגות ונחה.,מילולי,0,,,,,,,
תפס תחת,תפס תחת במרפסת עם קפה ביד.,מילולי,0,,,,,,,
תפס תחת,הילדים שיחקו בתפוס תתחת כדי לנצח.,מילולי,0,,,,,,,
תפס תחת,תפס תחת ברכבת ונרדם בשקט.,מילולי,0,,,,,,,
קבר את עצמו,"עם ההערה ההיא, הוא פשוט קבר את עצמו בפני ההנהלה.",פיגורטיבי,1,,,,,,,
קבר את עצמו,הגורם הבכיר בצבא פשוט קבר את עצמו בפוליטיקה עם ההחלטה הזו.,פיגורטיבי,1,,,,,,,
קבר את עצמו,"במשפט ההוא שאבא שלו זרק, הוא קבר את עצמו לגמרי מול אשתו.",פיגורטיבי,1,,,,,,,
קבר את עצמו,בעלה קבר את עצמו בתירוצים והסברים מיותרים.,פיגורטיבי,1,,,,,,,
קבר את עצמו,התגובה שלו לחבר הצוות קברה אותו מול כל הקהל בזמן ההצגה.,פיגורטיבי,1,,,,,,,
קבר את עצמו,הוא קבר את עצמו כשהתעקש להאשים אחרים וכולם גילו.,פיגורטיבי,1,,,,,,,
קבר את עצמו,הוא קבר את עצמו עם הבדיחה הלא מתאימה באמצע הפגישה.,פיגורטיבי,1,,,,,,,
קבר את עצמו,הביצועים שלו במשחק תאטרון קברו אותו לגמרי בקריירה.,פיגורטיבי,1,,,,,,,
קבר את עצמו,העובד החדש קבר את עצמו בעבודה עם הטעות המביכה הזו.,פיגורטיבי,1,,,,,,,
קבר את עצמו,הבחירה שלו במילים באמצע התחרות קברה אותו מיד והוא לא יתאושש מזה.,פיגורטיבי,1,,,,,,,
קבר את עצמו,"ברגע שפתח את הפה מול המראיין, הוא פשוט קבר את עצמו עם השחצנות.",פיגורטיבי,1,,,,,,,
קבר את עצמו,היא קברה את עצמה כשחשפה פרטים אישיים בשידור חי בלי לשים לב.,פיגורטיבי,1,,,,,,,
קבר את עצמו,"במהלך הדיון, הוא קבר את עצמו כשניסה להתחכם בלי להבין את הנושא.",פיגורטיבי,1,,,,,,,
קבר את עצמו,הסטודנט קבר את עצמו מול כל הכיתה כשניסה לרמות במבחן ונתפס.,פיגורטיבי,1,,,,,,,
קבר את עצמו,"הוא חשב שיפתיע את כולם, אבל בסוף קבר את עצמו עם הביצוע העלוב במופע סוף שנה.",פיגורטיבי,1,,,,,,,
קבר את עצמו,הילד שכב על הדשא וקבר את עצמו בעלים שירדו מהעץ.,מילולי,0,,,,,,,
קבר את עצמו,היא קברה את עצמה בשמיכה ולא רצתה לצאת מהמיטה כל היום.,מילולי,0,,,,,,,
קבר את עצמו,החתול קבר את עצמו בסל כביסה כדי להתחמק מהמקלחת.,מילולי,0,,,,,,,
קבר את עצמו,"במהלך מחבואים, הוא קבר את עצמו בקופסה קרטון בארון.",מילולי,0,,,,,,,
קבר את עצמו,"בפארק, הילדה ביקשה שיכסו אותה עד הראש בחול וקברה את עצמה בשמחה.",מילולי,0,,,,,,,
קבר את עצמו,הארכיאולוג קבר את עצמו בתוך הבור שעות.,מילולי,0,,,,,,,
קבר את עצמו,הוא קבר את עצמו בחול וחיכה לחברים בחוף הים.,מילולי,0,,,,,,,
קבר את עצמו,הילד שיחק וקבר את עצמו כמעט לגמרי כדי להתחבא.,מילולי,0,,,,,,,
קבר את עצמו,בעלי קבר את עצמו בשמיכות וכריות בימים הקרים בחורף.,מילולי,0,,,,,,,
קבר את עצמו,הוא התחפר ממש כמו מי שקובר את עצמו.,מילולי,0,,,,,,,
קבר את עצמו,הילד קבר את עצמו עד הצוואר בחול ים בלי שאשים לב אפילו.,מילולי,0,,,,,,,
קבר את עצמו,הבת שלי שיחקה לבד בגינה וקברה את עצמה בבוץ.,מילולי,0,,,,,,,
קבר את עצמו,הכלב שלי קבר את עצמו תחת ערימת בגדים ישנים כשלא סידרתי אותם.,מילולי,0,,,,,,,
קבר את עצמו,הוא שכב ודמיין שהוא קובר את עצמו מרוב דיכאון ותחושת כשלון.,מילולי,0,,,,,,,
קבר את עצמו,בני התחפש למומיה וקבר את עצמו בפסולת נייר לקראת פורים.,מילולי,0,,,,,,,
פתח עיניים,הגיע הזמן שתפתח עיניים ותראה מה קורה מסביבך בעבודה.,פיגורטיבי,1,,,,,,,
פתח עיניים,פתח עיניים סוף סוף והבין את המצב האנוש שהעסק נמצא בו.,פיגורטיבי,1,,,,,,,
פתח עיניים,אחרי השיחה היא פתחה עיניים לעולם והבינה שחייבת ללמוד הכל מחדש.,פיגורטיבי,1,,,,,,,
פתח עיניים,בעלי פתח עיניים והבין שמרמים אותו בעסקה הזאת.,פיגורטיבי,1,,,,,,,
פתח עיניים,היא פתחה עיניים כששמעה את האמת על מה שחברותיה חושבות עליה.,פיגורטיבי,1,,,,,,,
פתח עיניים,הוא לא פקח עיניים בזמן בעבודה ונפגע ממה שחבריו אמרו עליו.,פיגורטיבי,1,,,,,,,
פתח עיניים,פתח עיניים ושם לב שהוא מנוצל על ידי סוכני ביטוח שונים.,פיגורטיבי,1,,,,,,,
פתח עיניים,הילד שלי התבגר ופתח עיניים וראה מי באמת חבר שלו ומי לא.,פיגורטיבי,1,,,,,,,
פתח עיניים,רק עכשיו אני פותחת עיניים לגבי היחסים ביני לבין בעלי.,פיגורטיבי,1,,,,,,,
פתח עיניים,השיחה גרמה לו לפתוח עיניים סוף סוף לגבי הקשר שלנו.,פיגורטיבי,1,,,,,,,
פתח עיניים,"כשהחוזה הגיע לידיים שלו, הוא סוף סוף פתח עיניים והבין שהונו אותו מהתחלה.",פיגורטיבי,1,,,,,,,
פתח עיניים,פתחתי עיניים רק אחרי שראיתי את ההתנהגות האמיתית שלה מאחורי הגב שלי.,פיגורטיבי,1,,,,,,,
פתח עיניים,היא פקחה עיניים כששמעה מה באמת קורה בחברה שהיא כל כך סמכה עליה בעבודה.,פיגורטיבי,1,,,,,,,
פתח עיניים,הם פתחו עיניים כשהבינו כמה הפסידו מההשקעה הלא מבוקרת.,פיגורטיבי,1,,,,,,,
פתח עיניים,"חברה שלי, רק אחרי שעזבה את העבודה, פתחה עיניים וראתה את הניצול שעברה כל השנים.",פיגורטיבי,1,,,,,,,
פתח עיניים,הוא שכב על הדשא בשקט ואז פתח עיניים בהפתעה כששמע את שמו.,מילולי,0,,,,,,,
פתח עיניים,הכלב פתח עיניים כשהבעלים נכנס לחדר וקרא לו בשקט.,מילולי,0,,,,,,,
פתח עיניים,"היא פקחה עיניים מוקדם מהרגיל, כאילו הרגישה שמחכה לה יום חשוב.",מילולי,0,,,,,,,
פתח עיניים,הילד פתח עיניים באמצע הצגה בגלל רעש מהקהל והתחיל לצחוק.,מילולי,0,,,,,,,
פתח עיניים,"פתחתי עיניים לאט, וקרן שמש חזקה סנוורה אותי דרך התריסים.",מילולי,0,,,,,,,
פתח עיניים,הילד פתח עיניים ברגע שהתעורר לאחר שינה עמוקה.,מילולי,0,,,,,,,
פתח עיניים,התינוק פתח עיניים באיטיות והביט מסביב על ההורים.,מילולי,0,,,,,,,
פתח עיניים,היא פקחה עיניים וראתה אור ראשון בפעם הראשונה.,מילולי,0,,,,,,,
פתח עיניים,התינוק פתח עיניים והתחיל לחייך כשראה את אחיו הגדול.,מילולי,0,,,,,,,
פתח עיניים,הוא פתח עיניים ונבהל מהמסכה המפחידה בחג פורים.,מילולי,0,,,,,,,
פתח עיניים,בעלי פתח עיניים והסתכל דרך החלון על הנוף הירוק והיפה.,מילולי,0,,,,,,,
פתח עיניים,פתח עיניים באמצע החלום ולא זכר כלום.,מילולי,0,,,,,,,
פתח עיניים,היא פקחה עיניים וראתה את ההפתעה שמחכה לה בסלון ליום הולדת.,מילולי,0,,,,,,,
פתח עיניים,המטופל פתח עיניים אחרי ניתוח קשה ושמח שהכל עבר בשלום.,מילולי,0,,,,,,,
פתח עיניים,הוא פתח עיניים באיחור והחמיץ את הזריחה בחוף.,מילולי,0,,,,,,,
קפץ למים,הוא קפץ למים בלי לחשוב פעמיים על ההשלכות של התחרות.,פיגורטיבי,1,,,,,,,
קפץ למים,אשתי קפצה למים ופתחה את העסק לבד למרות האזהרות שנאמרו לה.,פיגורטיבי,1,,,,,,,
קפץ למים,קפצתי למים למרות החששות והתחלתי ללמוד מאפס נושא חדש לגמרי.,פיגורטיבי,1,,,,,,,
קפץ למים,היא קפצה למים עם הרעיון החדש לגבי עסק שהיא חלמה עליו.,פיגורטיבי,1,,,,,,,
קפץ למים,"הסטונדט למרות התלבטויות רבות, קפץ למים ונרשם לקורס הקשה.",פיגורטיבי,1,,,,,,,
קפץ למים,העובד החדש קפץ למים והשקיע בתחום החדש למרות חוסר הניסיון הגדול שהיה לו.,פיגורטיבי,1,,,,,,,
קפץ למים,"קפצה למים בלי לדעת לשחות, תרתי משמע.",פיגורטיבי,1,,,,,,,
קפץ למים,אבא שלי קפץ למים והתחיל לנאום מול קהל למרות הפחד הגדול שהיה לו לעמידה מול קהל.,פיגורטיבי,1,,,,,,,
קפץ למים,אמא שלי קפצה למים ועברה לעיר חדשה לבד ללא תמיכה גדולה אחרי הגירושים.,פיגורטיבי,1,,,,,,,
קפץ למים,קפצתי למים ולקחתי את ההזדמנות לנסות לפתוח את עסק חיי שחלמתי עליו.,פיגורטיבי,1,,,,,,,
קפץ למים,"למרות שלא הכיר אף אחד, הוא קפץ למים והצטרף ישר לשיחה.",פיגורטיבי,1,,,,,,,
קפץ למים,קפצתי למים כשהסכמתי להוביל את הפרויקט בלי לדעת מה מחכה לי.,פיגורטיבי,1,,,,,,,
קפץ למים,היא קפצה למים עם ההרצאה הראשונה שלה מול מאה איש.,פיגורטיבי,1,,,,,,,
קפץ למים,הם קפצו למים כשעברו לגור יחד אחרי חודש של זוגיות.,פיגורטיבי,1,,,,,,,
קפץ למים,הוא לא היסס ופשוט קפץ למים ופתח דוכן בשוק למרות המצב הכלכלי בארץ.,פיגורטיבי,1,,,,,,,
קפץ למים,הילד קפץ למים בשמחה כשסבתא ספרה עד שלוש.,מילולי,0,,,,,,,
קפץ למים,היא קפצה למים ונרטבה לגמרי כי לא הספיקה להוריד את הסנדלים.,מילולי,0,,,,,,,
קפץ למים,קפצנו יחד למים מהסירה אחרי מסע חתירה ארוך.,מילולי,0,,,,,,,
קפץ למים,הוא קפץ למים עם משקפת וחיפש דגים מתחת לפני השטח.,מילולי,0,,,,,,,
קפץ למים,"הכלב ראה כדור, רץ, וקפץ למים בלי לחשוב.",מילולי,0,,,,,,,
קפץ למים,הוא קפץ למים מהצוק הגבוה כי חבריו עודדו אותו.,מילולי,0,,,,,,,
קפץ למים,הילד קפץ למים בבריכה הציבורית כשהיה לו חם מאוד.,מילולי,0,,,,,,,
קפץ למים,היא קפצה למים וצעקה מרוב הקור.,מילולי,0,,,,,,,
קפץ למים,קפץ למים מבלי לבדוק את העומק של הים באותו המקום.,מילולי,0,,,,,,,
קפץ למים,קפצו יחד למים אחרי הספירה לאחור כחלק מתחרות בינינו.,מילולי,0,,,,,,,
קפץ למים,הוא קפץ למים עם בגדים.,מילולי,0,,,,,,,
קפץ למים,אשתי קפצה למים ונהנתה מהשחייה במהלך חופשה.,מילולי,0,,,,,,,
קפץ למים,הכלב קפץ למים בלי היסוס כמו משוגע.,מילולי,0,,,,,,,
קפץ למים,הבת שלי קפצה למים עם מצוף צבעוני חדש שקנינו לה.,מילולי,0,,,,,,,
קפץ למים,היא קפצה למים שוב ושוב בלי פחד במהלך היום כיף.,מילולי,0,,,,,,,
ירד מהפסים,מאז הפיטורין הוא פשוט ירד מהפסים ופשוט לא סבל אף אחד.,פיגורטיבי,1,,,,,,,
ירד מהפסים,היא ירדה מהפסים והתפרצה על כולם לאחר פגישה סוערת בינה לבין המנהל.,פיגורטיבי,1,,,,,,,
ירד מהפסים,החולה ירד מהפסים והתחיל להתנהג בלי שליטה באמצע בית החולים.,פיגורטיבי,1,,,,,,,
ירד מהפסים,נראה שהוא ירד מהפסים מרוב לחץ וניסה לברוח לנו.,פיגורטיבי,1,,,,,,,
ירד מהפסים,הנהגת ירדה מהפסים ולא הקשיבה לאף אחד ברכב כשניסו להגיד לה להאט.,פיגורטיבי,1,,,,,,,
ירד מהפסים,"אחרי האובדן, הוא ירד מהפסים לגמרי ונכנס לדיכאון והתחיל להתבודד.",פיגורטיבי,1,,,,,,,
ירד מהפסים,"חבר שלי ירד מהפסים והפסיק לתפקד בעבודה, כנראה עקב בעיות שיש לו עם אשתו בבית.",פיגורטיבי,1,,,,,,,
ירד מהפסים,היא ירדה מהפסים בגלל הבחינה והציון שקיבלה למרות שחשבה שהצליחה ובגדול.,פיגורטיבי,1,,,,,,,
ירד מהפסים,"בעלי ירד מהפסים והתחיל לקלל בלי סיבה, אני ממש פחדתי.",פיגורטיבי,1,,,,,,,
ירד מהפסים,התנהגותו מראה שהוא ירד מהפסים לחלוטין אפילו שהוא אומר שהכל בסדר.,פיגורטיבי,1,,,,,,,
ירד מהפסים,"הוא ירד מהפסים והתחיל להאמין שכולם נגדו, כולל החברים הכי קרובים.",פיגורטיבי,1,,,,,,,
ירד מהפסים,"נראה שהיא ירדה מהפסים לגמרי, היא שלחה מיילים זועמים לכל העובדים באמצע הלילה.",פיגורטיבי,1,,,,,,,
ירד מהפסים,"הילד ירד מהפסים אחרי שהפסיד במשחק, שבר את השלט והתחיל לבכות.",פיגורטיבי,1,,,,,,,
ירד מהפסים,הבוס ירד מהפסים כששמע שהפרויקט בוטל ודרש פגישת חירום לכולם.,פיגורטיבי,1,,,,,,,
ירד מהפסים,היא ירדה מהפסים ונכנסה לוויכוח מיותר עם הלקוחות מול כולם.,פיגורטיבי,1,,,,,,,
ירד מהפסים,הקרון האחרון ירד מהפסים ונעצר ליד התחנה בשאון גדול.,מילולי,0,,,,,,,
ירד מהפסים,הקטר סטה וגרם לכל הרכבת לרדת מהפסים באמצע הדרך לירושלים.,מילולי,0,,,,,,,
ירד מהפסים,"בעקבות שיבוש במסילה, הרכבת ירדה מהפסים וגרמה לעיכובים כבדים.",מילולי,0,,,,,,,
ירד מהפסים,הרכבת הקלה ירדה מהפסים ונחסמה בתוך העיר למשך שעות.,מילולי,0,,,,,,,
ירד מהפסים,"אחד הברגים השתחרר, והעגלה ירדה מהפסים כשניסו לדחוף אותה חזרה למחסן.",מילולי,0,,,,,,,
ירד מהפסים,הרכבת ירדה מהפסים והתהפכה בשדה הפתוח.,מילולי,0,,,,,,,
ירד מהפסים,קרון אחד ירד מהפסים וחסם את המסילה.,מילולי,0,,,,,,,
ירד מהפסים,הרכבת ירדה מהפסים באחת הפניות החדות.,מילולי,0,,,,,,,
ירד מהפסים,שמענו חדשות על רכבת שירדה מהפסים בצפון.,מילולי,0,,,,,,,
ירד מהפסים,הרכבל ירד מהפסים שלו והייתה סכנה של ממש לנפילה.,מילולי,0,,,,,,,
ירד מהפסים,רכבת משא ירדה מהפסים בלילה האחרון ונפצעו המון אנשים.,מילולי,0,,,,,,,
ירד מהפסים,המגירה ירדה מהפסים שלה ובעלי צריך לתקן לי את זה עד מחר.,מילולי,0,,,,,,,
ירד מהפסים,נהג הקטר לא הספיק לבלום ואז הרכבת ירדה מהפסים.,מילולי,0,,,,,,,
ירד מהפסים,המסילה נשברה והרכבת ירדה מהפסים מייד.,מילולי,0,,,,,,,
ירד מהפסים,ירידת הרכבת מהפסים גרמה לשיבושים קשים.,מילולי,0,,,,,,,
קיפל את הזנב,בעלי קיפל את הזנב וברח מהעימות מרוב פחד.,פיגורטיבי,1,,,,,,,
קיפל את הזנב,חברי הטוב קיפל את הזנב ולא הגיב בכלל למה שאמרתי לו מרוב האפקט החזק.,פיגורטיבי,1,,,,,,,
קיפל את הזנב,"אחרי ההפסד, הוא קיפל את הזנב ושתק.",פיגורטיבי,1,,,,,,,
קיפל את הזנב,"היא קיפלה את הזנב מול ההנהלה, נכנעה והפסיקה להביע את דעתה יותר עד שהתפטרה.",פיגורטיבי,1,,,,,,,
קיפל את הזנב,בעלי קיפל את הזנב כשהבין שאין לו סיכוי לשנות את דעתי על צבע המיטה הזאת.,פיגורטיבי,1,,,,,,,
קיפל את הזנב,היא קיפלה את הזנב ולא ענתה יותר כשהוכחתי לה כמה היא טועה.,פיגורטיבי,1,,,,,,,
קיפל את הזנב,העובד שלי קיפל את הזנב אחרי הביקורת הקשה וחזר לעבוד ולעשות מה שאמרתי לו.,פיגורטיבי,1,,,,,,,
קיפל את הזנב,הבן שלי קיפל את הזנב וחזר הביתה מושפל אחרי מה שחבריו לכיתה עשו לו בשכונה.,פיגורטיבי,1,,,,,,,
קיפל את הזנב,"במקום להילחם, הוא קיפל את הזנב ופרש מהתחרות כאשר הבין שקשה לו.",פיגורטיבי,1,,,,,,,
קיפל את הזנב,"ברגע האמת, קיפל את הזנב ונכנע ללחץ חברתי.",פיגורטיבי,1,,,,,,,
קיפל את הזנב,הוא קיפל את הזנב כששמע שהולכים לחשוף את מה שעשה מאחורי הגב לחבריו לקבוצה.,פיגורטיבי,1,,,,,,,
קיפל את הזנב,"חברתי לעבודה קיפלה את הזנב ואמרה שלא משנה לה, רק כדי לא להסתבך.",פיגורטיבי,1,,,,,,,
קיפל את הזנב,ראיתי איך הוא קיפל את הזנב ברגע שהמראיין שאל אותו שאלה קשה.,פיגורטיבי,1,,,,,,,
קיפל את הזנב,"אחרי כל הדיבורים, בסוף הוא פשוט קיפל את הזנב ולא הופיע לדיון.",פיגורטיבי,1,,,,,,,
קיפל את הזנב,"היא איימה לתבוע, אבל קיפלה את הזנב כשאמרו לה שזה עלול לחשוף גם אותה.",פיגורטיבי,1,,,,,,,
קיפל את הזנב,הכלבלב קיפל את הזנב בין הרגליים כשנכנס הווטרינר לחדר.,מילולי,0,,,,,,,
קיפל את הזנב,"ברגע שנכנסנו לגן חיות, ראינו את הקוף מקפל את הזנב ליד הבננה שאכל.",מילולי,0,,,,,,,
קיפל את הזנב,הוא שם לב שהחתול קיפל את הזנב ושכב בשקט על הספה.,מילולי,0,,,,,,,
קיפל את הזנב,הכלבה שלי תמיד מקפלת את הזנב כשהיא יודעת שעשתה משהו אסור.,מילולי,0,,,,,,,
קיפל את הזנב,"בזמן שירד גשם חזק, הכלבים התכרבלו בפינה וקיפלו את הזנב מתחת לגופם.",מילולי,0,,,,,,,
קיפל את הזנב,הכלב קיפל את הזנב ונכנס מתחת לשולחן.,מילולי,0,,,,,,,
קיפל את הזנב,החתול קיפל את הזנב כששמע רעם חזק במהלך החורף.,מילולי,0,,,,,,,
קיפל את הזנב,הוא ראה את הכלב קופץ ומקפל את הזנב.,מילולי,0,,,,,,,
קיפל את הזנב,הזאב קיפל את הזנב כשנכנע ללהקה ופחד ממנה.,מילולי,0,,,,,,,
קיפל את הזנב,הושטטתי לקוף בננה והוא קיפל את זנבו ובא אליי כדי לקחת אותה.,מילולי,0,,,,,,,
קיפל את הזנב,הילד צייר כלב שמקפל את הזנב שלו.,מילולי,0,,,,,,,
קיפל את הזנב,הקנגרו קיפל את הזנב בין הרגליים אחרי הקרב וברח.,מילולי,0,,,,,,,
קיפל את הזנב,ראיתי את הכלב מקפל את הזנב מרוב פחד.,מילולי,0,,,,,,,
קיפל את הזנב,כלב הרחוב קיפל את הזנב והתקרב בזהירות.,מילולי,0,,,,,,,
קיפל את הזנב,"בעת הסערה, הכלבים קיפלו את הזנב והתחבאו.",מילולי,0,,,,,,,
קיבל סטירה,הוא קיבל סטירה מהמציאות כשהבין את האמת המרה של החיים.,פיגורטיבי,1,,,,,,,
קיבל סטירה,בעלי קיבל סטירה כששמע שאני עוזבת אותו אחרי שיחות ארוכות בינינו שלא הגיעו לשום מקום.,פיגורטיבי,1,,,,,,,
קיבל סטירה,חבר שלי קיבל סטירה כלכלית מהבנק אחרי החג וכל ההוצאות שלו על שטויות.,פיגורטיבי,1,,,,,,,
קיבל סטירה,אני קיבלתי סטירה כשחשבתי שארוויח מיליונים מהשרעה בקזינו.,פיגורטיבי,1,,,,,,,
קיבל סטירה,התוצאה הייתה סטירה קשה לאגו שלו כשהוא הגיע לקבל ביקורת מההנהלה.,פיגורטיבי,1,,,,,,,
קיבל סטירה,בעלי קיבל סטירה מכל הכיוונים באותו היום כשניסה לגייס משקיעים לחברה שלו.,פיגורטיבי,1,,,,,,,
קיבל סטירה,ההודעה הפתאומית על הפיטורים הרגישה כמו סטירה מצלצלת.,פיגורטיבי,1,,,,,,,
קיבל סטירה,הסטודנט קיבל סטירה רגשית כשלא התקבל ללימודים לרפואה שהוא כלכך רצה.,פיגורטיבי,1,,,,,,,
קיבל סטירה,היא קיבלה סטירה אחרי ששמעה על ההחלטה בחברה לגבי המשך העסקתה כעובדת שם.,פיגורטיבי,1,,,,,,,
קיבל סטירה,"כששמע את הבשורה הכואבת, זה היה כמו לקבל סטירה מצלצלת.",פיגורטיבי,1,,,,,,,
קיבל סטירה,הוא קיבל סטירה מהחיים כשנאלץ לחזור לגור אצל ההורים אחרי שפשט רגל.,פיגורטיבי,1,,,,,,,
קיבל סטירה,קיבלתי סטירה פנימית כשקלטתי כמה פגעתי בה בלי לשים לב.,פיגורטיבי,1,,,,,,,
קיבל סטירה,"ההודעה מהמוסד הרפואי הייתה סטירה לפרצוף, אף אחד לא ציפה לזה.",פיגורטיבי,1,,,,,,,
קיבל סטירה,היא קיבלה סטירה מהמציאות כשגילתה שחברתה הכי טובה בוגדת באמונה.,פיגורטיבי,1,,,,,,,
קיבל סטירה,"המבחן הזה היה סטירה ישר לפנים, חשבתי שאני מוכן לחלוטין.",פיגורטיבי,1,,,,,,,
קיבל סטירה,הילדה קיבלה סטירה מהנדנדה כשניסתה להידחף בזמן הלא נכון.,מילולי,0,,,,,,,
קיבל סטירה,"במהלך הסצנה בתיאטרון, הדמות קיבלה סטירה אמיתית והקהל נדהם.",מילולי,0,,,,,,,
קיבל סטירה,"הוא קיבל סטירה חזקה תוך כדי ויכוח ברחוב, והאווירה הפכה אלימה.",מילולי,0,,,,,,,
קיבל סטירה,"החייל קיבל סטירה ביד מהחבר שלו בצחוק, אבל זה כאב ממש.",מילולי,0,,,,,,,
קיבל סטירה,הילד קיבל סטירה כשנפל עם הפנים על דלת העץ במשחק מחבואים.,מילולי,0,,,,,,,
קיבל סטירה,הילד קיבל סטירה קלה מאמא כשחצה את הכביש לבד.,מילולי,0,,,,,,,
קיבל סטירה,הוא קיבל סטירה חזקה בפנים ונפל אחורה.,מילולי,0,,,,,,,
קיבל סטירה,התלמיד בשנות השמונים קיבל סטירה מהמורה אחרי שלא הקשיב לה כמה פעמים.,מילולי,0,,,,,,,
קיבל סטירה,היא קיבלה סטירה בטעות במהלך המשחק ממישהי מהקבוצה היריבה.,מילולי,0,,,,,,,
קיבל סטירה,החייל קיבל סטירה מהקצין מול כולם כשהתחצף ולא שמע להוראותיו.,מילולי,0,,,,,,,
קיבל סטירה,הוא הגיב באיחור וקיבל סטירה מצלצלת כשנלחם.,מילולי,0,,,,,,,
קיבל סטירה,אחיו נתן לו סטירה בגלל המריבה.,מילולי,0,,,,,,,
קיבל סטירה,אחי קיבל סטירה מצלצלת שהשאירה סימן אדום על הלחי שלו.,מילולי,0,,,,,,,
קיבל סטירה,בעלי קיבל סטירה אחרי שהעיז לא להקשיב לי ולהרים עליי את הקול שלו.,מילולי,0,,,,,,,
קיבל סטירה,הילד קיבל סטירה על הלחי וצעק מכאב.,מילולי,0,,,,,,,
שם עליו פס,"מאז שפיטרו אותו, הוא שם על כולם פס ומסרב להקשיב.",פיגורטיבי,1,,,,,,,
שם עליו פס,הילד אחרי שחבריו לכיתה העליבו אותו שם עליהם פס והמשיך בדרכו.,פיגורטיבי,1,,,,,,,
שם עליו פס,היא שמה פס על החוקים ולא צייתה במהלך התחרות.,פיגורטיבי,1,,,,,,,
שם עליו פס,העובד שם על ההנהלה פס והבריז מישיבת הצוות.,פיגורטיבי,1,,,,,,,
שם עליו פס,הוא שם פס על ההורים ונסע בכל זאת למסיבה שמאוד רצה להיות בא.,פיגורטיבי,1,,,,,,,
שם עליו פס,חברתי שמה פס על הביקורת והעלתה תמונה נוספת חושפנית שלה ברשתות.,פיגורטיבי,1,,,,,,,
שם עליו פס,שם פס על מה שאמרו לו לפני וענה בחוצפה למנהל העבודה הראשי שלו.,פיגורטיבי,1,,,,,,,
שם עליו פס,בעלי שם פס על המשמעת והחוקים בחברה שלו ומתנהג איך שבא לו.,פיגורטיבי,1,,,,,,,
שם עליו פס,שמה פס על כולם ועל הדעות שלהם והלכה במסלול שלה כדי להצליח.,פיגורטיבי,1,,,,,,,
שם עליו פס,שם פס על כל מי שלא תמך בו.,פיגורטיבי,1,,,,,,,
שם עליו פס,הוא שם פס על כל אזהרה שקיבל והמשיך לפעול כאילו אין מחר.,פיגורטיבי,1,,,,,,,
שם עליו פס,אני יודעת שאמא שלי שמה עליהם פס ולבשה מה שבא לה והופיעה באירוע בגאווה.,פיגורטיבי,1,,,,,,,
שם עליו פס,"לא עניין אותו מה אומרים, הוא פשוט שם פס והמשיך בפרויקט למרות הביקורות.",פיגורטיבי,1,,,,,,,
שם עליו פס,היא פשוט שמה פס על כללי הטקס ונאמה כמו שרצתה.,פיגורטיבי,1,,,,,,,
שם עליו פס,"אחרי שהתאכזב מהם, הוא שם פס ולא טרח לענות להודעות שלהם.",פיגורטיבי,1,,,,,,,
שם עליו פס,הילד שם פס דבק על הקופסה כדי לחזק את הסגירה.,מילולי,0,,,,,,,
שם עליו פס,שמתי פס עם נייר טייפ על השולחן כדי לסמן גבול בין העבודות.,מילולי,0,,,,,,,
שם עליו פס,"היא שמה פס כסוף על המעטפה, שיהיה מבריק ומיוחד.",מילולי,0,,,,,,,
שם עליו פס,הוא שם פס אזהרה ליד המדרגות כדי למנוע נפילה.,מילולי,0,,,,,,,
שם עליו פס,הצוות שם פס צבע על כל חפץ שעבר בדיקה.,מילולי,0,,,,,,,
שם עליו פס,הוא שם פס לבן לאורך המדרכה לקראת צביעה.,מילולי,0,,,,,,,
שם עליו פס,הצייר שם פס עבה בצבע כחול כדי להדגיש את השמיים.,מילולי,0,,,,,,,
שם עליו פס,הילד שם פס על הדף עם טוש אדום.,מילולי,0,,,,,,,
שם עליו פס,הקבלן שם פס שחור על הקיר החדש כפי שרצינו.,מילולי,0,,,,,,,
שם עליו פס,המורה ביקשה לשים פס מתחת למילה כדי להדגיש את המשמעות.,מילולי,0,,,,,,,
שם עליו פס,שם פס צבעוני על הספסל לצביעה.,מילולי,0,,,,,,,
שם עליו פס,טכנאי הכביש שם פס על התמרור חדש שהציב על הכביש.,מילולי,0,,,,,,,
שם עליו פס,הילדה שמה פס עם גיר ורוד על הרצפה כחלק ממשחק.,מילולי,0,,,,,,,
שם עליו פס,הבן שלי שם פס זהב על השלט לקישוט לקראת המסיבה.,מילולי,0,,,,,,,
שם עליו פס,השופט שם פס סיום למסלול התחרות ריצה.,מילולי,0,,,,,,,
חצה קו אדום,"בהתנהגות שלו, הוא חצה כל קו אדום וזה לא מקובל עלינו.",פיגורטיבי,1,,,,,,,
חצה קו אדום,ההערה הזו חצתה קו אדום ברור ולא היית צריך להגיד לי את זה.,פיגורטיבי,1,,,,,,,
חצה קו אדום,"כשהבן זוג שלה פגע בה ככה, הוא חצה קו אדום בקשר ביניהם.",פיגורטיבי,1,,,,,,,
חצה קו אדום,הוא חצה קו אדום שלא סולחים עליו.,פיגורטיבי,1,,,,,,,
חצה קו אדום,אני חושב שהוא חצה קו אדום כשבגד בחברו בצורה הזאת.,פיגורטיבי,1,,,,,,,
חצה קו אדום,הדברים שנאמרו חצו קו אדום מוסרי.,פיגורטיבי,1,,,,,,,
